path,filename,extension,is_dir,size_bytes,modified,md5_hash,is_duplicate,recommendation,confidence,comment
\mnt\e\TWS API\source\CSharpClient\activex,,,True,0,2021-05-01T09:57:25.830783,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\TWSLib.csproj,TWSLib.csproj,.csproj,False,13343,2019-05-08T18:51:56,e2f9fd661646fd3a9aa1b12964b80acd,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\TWSLib.sln,TWSLib.sln,.sln,False,1423,2019-05-08T18:51:56,e35b94d35193280f7cd1ba4244f0c0ac,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\bin,,,True,0,2021-05-01T09:57:25.342128,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\bin\Release,,,True,0,2021-05-01T09:57:25.852360,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\bin\Release\TWSLib32.tlb,TWSLib32.tlb,.tlb,False,87368,2019-05-08T18:53:16,84d40f7294234080b5729bc1872a2eb3,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\bin\Release\TWSLib64.tlb,TWSLib64.tlb,.tlb,False,87368,2019-05-08T18:53:16,fd770313a9ebe8ab633ffdfddbfad6f8,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers,,,True,0,2021-05-01T09:57:25.813828,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComComboLeg.cs,ComComboLeg.cs,.cs,False,4462,2019-05-08T18:51:56,95d2b9bee2036c61314aa1a875195ed8,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComCommissionReport.cs,ComCommissionReport.cs,.cs,False,3716,2019-05-08T18:51:56,5e5bfc2dd89e72070d733b981d1c1ad6,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComContract.cs,ComContract.cs,.cs,False,9321,2019-05-08T18:51:56,1455322f0394cc7f2ee0c59b6385032f,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComContractDescription.cs,ComContractDescription.cs,.cs,False,2010,2019-05-08T18:51:56,000a10e80c9bdc1d4894fbe3c1917976,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComContractDetails.cs,ComContractDetails.cs,.cs,False,18085,2019-05-08T18:51:56,64968f772e375e734d6fef6215ddcc94,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComDeltaNeutralContract.cs,ComDeltaNeutralContract.cs,.cs,False,2272,2019-05-08T18:51:56,48ef39ec9fb09b80310aad5b2031a9a4,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComDepthMktDataDescription.cs,ComDepthMktDataDescription.cs,.cs,False,2895,2019-05-08T18:51:56,96493629068fdb3885e5e0a23abf88b3,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComExecution.cs,ComExecution.cs,.cs,False,8368,2019-05-08T18:51:56,9d9b6cfbe32ca0dadd0799dc0113d1e5,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComExecutionFilter.cs,ComExecutionFilter.cs,.cs,False,4619,2019-05-08T18:51:56,ea64b153460dca4466b5ad0a31587899,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComFamilyCode.cs,ComFamilyCode.cs,.cs,False,1717,2019-05-08T18:51:56,612eb5b44a90d2d652d8f327c5e553f9,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComHistogramEntry.cs,ComHistogramEntry.cs,.cs,False,1095,2019-05-08T18:51:56,45a4afcd3a38766dbc5a0d8224ae317d,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComHistoricalTick.cs,ComHistoricalTick.cs,.cs,False,1514,2019-05-08T18:51:56,d75c58b35e3b7a030c8400875b64621f,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComHistoricalTickBidAsk.cs,ComHistoricalTickBidAsk.cs,.cs,False,2360,2019-05-08T18:51:56,3acb93d942db7a2ae08ece3a54cdf0c4,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComHistoricalTickLast.cs,ComHistoricalTickLast.cs,.cs,False,2334,2019-05-08T18:51:56,00a8cee8be31616640dc6e67d12d03fa,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComList.cs,ComList.cs,.cs,False,2471,2019-05-08T18:51:56,b6b3a1bfee055b56f568f7d9b3604bb8,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComNewsProvider.cs,ComNewsProvider.cs,.cs,False,1788,2019-05-08T18:51:56,75a87c29375c825b7150c8df48ef8095,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComOrder.cs,ComOrder.cs,.cs,False,18821,2019-05-08T18:51:56,bdcfda67a41f87b7ab283684e8c35940,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComOrderComboLeg.cs,ComOrderComboLeg.cs,.cs,False,1744,2019-05-08T18:51:56,443117460b2833bba4e1777a763d592d,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComOrderState.cs,ComOrderState.cs,.cs,False,9539,2019-05-08T18:51:56,7cea0f3b284ff39fc30454b92ae6115d,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComPriceIncrement.cs,ComPriceIncrement.cs,.cs,False,1729,2019-05-08T18:51:56,8c9b70005059e793f7ebf9861783b21c,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComScannerSubscription.cs,ComScannerSubscription.cs,.cs,False,8010,2019-05-08T18:51:56,d414a9b64ad3f9d6ecc750eca84574a4,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComSmartComponent.cs,ComSmartComponent.cs,.cs,False,1188,2019-05-08T18:51:56,93d8724641f086fdffafa465e525d42d,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComSmartComponentList.cs,ComSmartComponentList.cs,.cs,False,1241,2019-05-08T18:51:56,26099e64c0c76035d51936400a2c4b8b,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComSoftDollarTier.cs,ComSoftDollarTier.cs,.cs,False,1126,2019-05-08T18:51:56,31da511ea34d5ec0758cc86328330b95,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComSoftDollarTierList.cs,ComSoftDollarTierList.cs,.cs,False,1162,2019-05-08T18:51:56,a2cd3e641a26da542f357465ee1fab47,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComTagValue.cs,ComTagValue.cs,.cs,False,1633,2019-05-08T18:51:56,75b716ad50c6c5ba17f5d3fd313fb2c9,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComTickAttrib.cs,ComTickAttrib.cs,.cs,False,1994,2019-05-08T18:51:56,cdfa191c333b0eb86d3695e942bff128,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComTickAttribBidAsk.cs,ComTickAttribBidAsk.cs,.cs,False,1772,2019-05-08T18:51:56,912c7b6d971023d0daafc7f09b172254,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComTickAttribLast.cs,ComTickAttribLast.cs,.cs,False,1721,2019-05-08T18:51:56,1dfd0d025cd104bd1f47301cfb8ba780,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ComWrappers\ComWrapper.cs,ComWrapper.cs,.cs,False,634,2019-05-08T18:51:56,ce41ad825db7b434df1cbb2d8af39cfd,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl,,,True,0,2021-05-01T09:57:25.926745,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IComboLeg.cs,IComboLeg.cs,.cs,False,931,2019-05-08T18:51:56,5329ff9d74a0fa32bb8a5c31887731e6,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IComboLegList.cs,IComboLegList.cs,.cs,False,1819,2019-05-08T18:51:56,56028236c6007138fbd367c9008649b6,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IComList.cs,IComList.cs,.cs,False,769,2019-05-08T18:51:56,c4ec439a49ee1970a0c1e9dc791489a7,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ICommissionReport.cs,ICommissionReport.cs,.cs,False,786,2019-05-08T18:51:56,1b184ca40c2302f8f03a26c2749be4f5,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IContract.cs,IContract.cs,.cs,False,1845,2019-05-08T18:51:56,5edc245e48e675a72f9879e980ccb90a,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IContractDescription.cs,IContractDescription.cs,.cs,False,658,2019-05-08T18:51:56,69d51f35aa309f5908b59fdede2bb91b,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IContractDescriptionList.cs,IContractDescriptionList.cs,.cs,False,2190,2019-05-08T18:51:56,9a3caf6731421c0955c51f30aa22fe45,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IContractDetails.cs,IContractDetails.cs,.cs,False,2837,2019-05-08T18:51:56,bac53f562c273b83c76fb78ede21f86b,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IDeltaNeutralContract.cs,IDeltaNeutralContract.cs,.cs,False,626,2019-05-08T18:51:56,91b7d392191c0a2fbb217a99af98c566,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IDepthMktDataDescription.cs,IDepthMktDataDescription.cs,.cs,False,739,2019-05-08T18:51:56,a2d8a5f5a97e971d514ea4fad46d4c2e,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IDepthMktDataDescriptionList.cs,IDepthMktDataDescriptionList.cs,.cs,False,2053,2019-05-08T18:51:56,0aa1f80b679dc3aedefdcec831da4498,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IExecution.cs,IExecution.cs,.cs,False,1397,2019-05-08T18:51:56,dd4bad24c1adae9b37377b0a10f46eb3,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IExecutionFilter.cs,IExecutionFilter.cs,.cs,False,851,2019-05-08T18:51:56,46321417dc38519b72bb664b855407d3,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IFamilyCode.cs,IFamilyCode.cs,.cs,False,567,2019-05-08T18:51:56,e0122a2948c621aa4314fa78fda86a02,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IFamilyCodeList.cs,IFamilyCodeList.cs,.cs,False,1987,2019-05-08T18:51:56,b6f21c93fc7ab4092d7a44bff7afc198,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTick.cs,IHistoricalTick.cs,.cs,False,537,2019-05-08T18:51:56,2cea6416d63814aea6c1ad41ad11cdfd,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTickBidAsk.cs,IHistoricalTickBidAsk.cs,.cs,False,712,2019-05-08T18:51:56,1d90b8f3cdfd084b04330682be77e6f5,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTickBidAskList.cs,IHistoricalTickBidAskList.cs,.cs,False,2341,2019-05-08T18:51:56,989a74d46f536609bcdabd700a69fdfb,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTickLast.cs,IHistoricalTickLast.cs,.cs,False,714,2019-05-08T18:51:56,cc94d97405780f7839a883a2a7955c6c,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTickLastList.cs,IHistoricalTickLastList.cs,.cs,False,2287,2019-05-08T18:51:56,4c70a374b4b9e9574c25ce4c0610e338,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IHistoricalTickList.cs,IHistoricalTickList.cs,.cs,False,2150,2019-05-08T18:51:56,a6182c92d4dd001a0de0df1331526f6b,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\INewsProvider.cs,INewsProvider.cs,.cs,False,571,2019-05-08T18:51:56,55cd2bc9a43a62192533cb5a6e05a43f,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\INewsProviderList.cs,INewsProviderList.cs,.cs,False,2014,2019-05-08T18:51:56,74314c8719e4450d816e3b68986d1bd8,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IOrder.cs,IOrder.cs,.cs,False,11144,2019-05-08T18:51:56,f7b0637b7de80b9ecf4e277707aa4473,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IOrderComboLeg.cs,IOrderComboLeg.cs,.cs,False,531,2019-05-08T18:51:56,281f8dc0c1e01cb7fd5670f91899fe91,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IOrderComboLegList.cs,IOrderComboLegList.cs,.cs,False,1890,2019-05-08T18:51:56,e142e36c0241ba3f51e1b1a8f128c849,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IOrderState.cs,IOrderState.cs,.cs,False,1245,2019-05-08T18:51:56,93f323b7a1b507b2c16d3f0eb762090c,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IPriceIncrement.cs,IPriceIncrement.cs,.cs,False,565,2019-05-08T18:51:56,9d4bc807e69e33e28aa6175b74073258,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IPriceIncrementList.cs,IPriceIncrementList.cs,.cs,False,2212,2019-05-08T18:51:56,ddadb8816d54b017f8f5089e5fdb061c,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\IScannerSubscription.cs,IScannerSubscription.cs,.cs,False,1831,2019-05-08T18:51:56,a8e4217affe985c39ff1ea8ff7b17c36,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ISoftDollarTier.cs,ISoftDollarTier.cs,.cs,False,541,2019-05-08T18:51:56,1704ec23a26ffbd331fe6b5a561a13a9,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITagValue.cs,ITagValue.cs,.cs,False,584,2019-05-08T18:51:56,965c79a520638d144c91572da2973f4d,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITagValueList.cs,ITagValueList.cs,.cs,False,2405,2019-05-08T18:51:56,b93ea158495da79f73ce6a2cce64203a,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITickAtrrib.cs,ITickAtrrib.cs,.cs,False,879,2019-05-08T18:51:56,375a015d7e6b843f59b597fd4283e2cc,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITickAtrribBidAsk.cs,ITickAtrribBidAsk.cs,.cs,False,749,2019-05-08T18:51:56,08f41aed836deec5f8173e0ee899afb6,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITickAtrribLast.cs,ITickAtrribLast.cs,.cs,False,745,2019-05-08T18:51:56,892d4721a7e21a7f3b9c20dccbb4af5c,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITws.cs,ITws.cs,.cs,False,16137,2019-05-08T18:51:56,c341aa693664a025a8dbef422fc4716f,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\ITwsEvents.cs,ITwsEvents.cs,.cs,False,13494,2019-05-08T18:51:56,bcd7ee3a6ba8ab5de2331c9a3998d4e6,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\ControlImpl\Tws.cs,Tws.cs,.cs,False,99272,2019-05-08T18:51:56,dc1c40df812ca2a848496be536d847ac,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\Properties,,,True,0,2021-05-01T09:57:25.721713,,False,,,
\mnt\e\TWS API\source\CSharpClient\activex\Properties\AssemblyInfo.cs,AssemblyInfo.cs,.cs,False,1665,2019-05-08T18:52:40,d9ec0a9e34ea6de6fabe188044cb600e,False,,,
\mnt\e\TWS API\source\CSharpClient\client,,,True,0,2021-05-01T09:57:25.916248,,False,,,
\mnt\e\TWS API\source\CSharpClient\client\.gitignore,.gitignore,,False,18,2019-05-08T18:51:56,a829282dcd6ec09cedc0baee4861c1fc,True,,,Duplicate of \mnt\e\TWS API\samples\CSharp\IBSampleApp\.gitignore (same drive)
\mnt\e\TWS API\source\CSharpClient\client\AccountSummaryTags.cs,AccountSummaryTags.cs,.cs,False,3241,2019-05-08T18:51:56,94ea15322541247a37678d94705ae5b8,False,,,
\mnt\e\TWS API\source\CSharpClient\client\Bar.cs,Bar.cs,.cs,False,1965,2019-05-08T18:51:56,adc47d9f83c3e175f81d0ca5bc97423b,False,,,
\mnt\e\TWS API\source\CSharpClient\client\BitMask.cs,BitMask.cs,.cs,False,1269,2019-05-08T18:51:56,3fce298dd0adb294680605c5c13ac651,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ComboLeg.cs,ComboLeg.cs,.cs,False,3855,2019-05-08T18:51:56,e336e15b7a4242828ca60ee1b4efe20c,False,,,
\mnt\e\TWS API\source\CSharpClient\client\CommissionReport.cs,CommissionReport.cs,.cs,False,2656,2019-05-08T18:51:56,109953913026f14ff08c4c240147a1b0,False,,,
\mnt\e\TWS API\source\CSharpClient\client\Constants.cs,Constants.cs,.cs,False,838,2019-05-08T18:51:56,ede70d786feac16020762956c2606dcc,False,,,
\mnt\e\TWS API\source\CSharpClient\client\Contract.cs,Contract.cs,.cs,False,6667,2019-05-08T18:51:56,07f734729356fa5dab80b21a3554e116,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ContractCondition.cs,ContractCondition.cs,.cs,False,2609,2019-05-08T18:51:56,9d6c12daf05485aa63217d1c04225019,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ContractDescription.cs,ContractDescription.cs,.cs,False,1564,2019-05-08T18:51:56,3476c878a3a6f68c144394a9a61ef991,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ContractDetails.cs,ContractDetails.cs,.cs,False,17921,2019-05-08T18:51:56,a98aeaa10e9f13233d1716e0a871262b,False,,,
\mnt\e\TWS API\source\CSharpClient\client\CSharpAPI.csproj,CSharpAPI.csproj,.csproj,False,5257,2019-05-08T18:51:56,b630651fcfa33016e1237587ba6f0ed6,False,,,
\mnt\e\TWS API\source\CSharpClient\client\CSharpAPI.sln,CSharpAPI.sln,.sln,False,911,2019-05-08T18:51:56,cee86522291e017a05030fc7493ddcbe,False,,,
\mnt\e\TWS API\source\CSharpClient\client\DefaultEWrapper.cs,DefaultEWrapper.cs,.cs,False,10582,2019-05-08T18:51:56,617f3016ed1d6773b5d1a98429c79b4e,False,,,
\mnt\e\TWS API\source\CSharpClient\client\DeltaNeutralContract.cs,DeltaNeutralContract.cs,.cs,False,1263,2019-05-08T18:51:56,d98f53e8c2db163a3ad8203d1bf3a64a,False,,,
\mnt\e\TWS API\source\CSharpClient\client\DepthMktDataDescription.cs,DepthMktDataDescription.cs,.cs,False,2065,2019-05-08T18:51:56,5652e0318152696acadf0d345e37059f,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClient.cs,EClient.cs,.cs,False,151095,2019-05-08T18:51:56,78bdfcc5a29fc3036945b08b4b6d26b1,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClientErrors.cs,EClientErrors.cs,.cs,False,11689,2019-05-08T18:51:56,884f400aa2cf0fc6f015c6cd14306680,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClientException.cs,EClientException.cs,.cs,False,528,2019-05-08T18:51:56,22c04cc4ab577fd0ed38da8f7a074108,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClientMsgSink.cs,EClientMsgSink.cs,.cs,False,450,2019-05-08T18:51:56,49a3c2b17ba550a508dccd47b98982a9,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClientSocket.cs,EClientSocket.cs,.cs,False,6195,2019-05-08T18:51:56,b3eb495b687eb9a33747f5a21a08d7ab,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EClientSocketSSL.cs,EClientSocketSSL.cs,.cs,False,963,2019-05-08T18:51:56,d1ee5aaff075f50f23e771025b24148c,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EDecoder.cs,EDecoder.cs,.cs,False,71542,2019-05-08T18:51:56,4e95b190e443288680e39d688957b7dc,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EMessage.cs,EMessage.cs,.cs,False,538,2019-05-08T18:51:56,7b29e4dd03370581b2a757b1b332de22,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EOrderDecoder.cs,EOrderDecoder.cs,.cs,False,25991,2019-05-08T18:51:56,9e04719c234605c7e1c0c52cd8501892,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EReader.cs,EReader.cs,.cs,False,4238,2019-05-08T18:51:56,0774ab4bdbad3df62da5aaf22889f494,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EReaderMonitorSignal.cs,EReaderMonitorSignal.cs,.cs,False,849,2019-05-08T18:51:56,032a61d1c978f7036c533420c1f038f2,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EReaderSignal.cs,EReaderSignal.cs,.cs,False,813,2019-05-08T18:51:56,570c8c6e1812c95fa55abcb8ae1ebfe3,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ESocket.cs,ESocket.cs,.cs,False,868,2019-05-08T18:51:56,7b8605d0a4d330acc465e86044ec9a2b,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ETransport.cs,ETransport.cs,.cs,False,396,2019-05-08T18:51:56,8ec4b3718bc3bf74a0ba2773b5b51de7,False,,,
\mnt\e\TWS API\source\CSharpClient\client\EWrapper.cs,EWrapper.cs,.cs,False,55565,2019-05-08T18:51:56,1fcd73e20fc8a26352a0c32573531fb3,False,,,
\mnt\e\TWS API\source\CSharpClient\client\Execution.cs,Execution.cs,.cs,False,6762,2019-05-08T18:51:56,ccb6b96e3367ff8b783fae6fa6b1ed5e,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ExecutionCondition.cs,ExecutionCondition.cs,.cs,False,3238,2019-05-08T18:51:56,4149a080df0aac4d4122fa85f8b71c0a,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ExecutionFilter.cs,ExecutionFilter.cs,.cs,False,3787,2019-05-08T18:51:56,6d8e3664578ff9aed093c32d639eed0b,False,,,
\mnt\e\TWS API\source\CSharpClient\client\FamilyCode.cs,FamilyCode.cs,.cs,False,1222,2019-05-08T18:51:56,de2ff7a7f4ffbc9ad0132024d78e81a2,False,,,
\mnt\e\TWS API\source\CSharpClient\client\HistogramEntry.cs,HistogramEntry.cs,.cs,False,446,2019-05-08T18:51:56,37d6e0e6e574fa4d2e49174c34ede753,False,,,
\mnt\e\TWS API\source\CSharpClient\client\HistoricalTick.cs,HistoricalTick.cs,.cs,False,1463,2019-05-08T18:51:56,21d66017ebd84745d14c4a2f47aea747,False,,,
\mnt\e\TWS API\source\CSharpClient\client\HistoricalTickBidAsk.cs,HistoricalTickBidAsk.cs,.cs,False,2261,2019-05-08T18:51:56,9ddbb061f596821b65e1236d49822df8,False,,,
\mnt\e\TWS API\source\CSharpClient\client\HistoricalTickLast.cs,HistoricalTickLast.cs,.cs,False,2224,2019-05-08T18:51:56,c89a08aa114ad59f57c17ff50abe42f3,False,,,
\mnt\e\TWS API\source\CSharpClient\client\IBParamsList.cs,IBParamsList.cs,.cs,False,2929,2019-05-08T18:51:56,efe4d63da5094337c96080195c05ae93,False,,,
\mnt\e\TWS API\source\CSharpClient\client\IDecoder.cs,IDecoder.cs,.cs,False,558,2019-05-08T18:51:56,7b862bc0d628ede19dd18e9a6bf06d72,False,,,
\mnt\e\TWS API\source\CSharpClient\client\IncomingMessage.cs,IncomingMessage.cs,.cs,False,3980,2019-05-08T18:51:56,5bb98f54668d520748dbff5435cb08b7,False,,,
\mnt\e\TWS API\source\CSharpClient\client\MarginCondition.cs,MarginCondition.cs,.cs,False,1458,2019-05-08T18:51:56,1bdc0465a1080d3945dfe997cda2fa10,False,,,
\mnt\e\TWS API\source\CSharpClient\client\MessageValidator.cs,MessageValidator.cs,.cs,False,737,2019-05-08T18:51:56,52401fc1b5433c25523339e1a93e7d25,False,,,
\mnt\e\TWS API\source\CSharpClient\client\MinServerVer.cs,MinServerVer.cs,.cs,False,5047,2019-05-08T18:51:58,6b6fc6196e9e1c1e1b7c28194cb6c5ea,False,,,
\mnt\e\TWS API\source\CSharpClient\client\NewsProvider.cs,NewsProvider.cs,.cs,False,1265,2019-05-08T18:51:58,8764081cc215e71ef100c94c2b62b90b,False,,,
\mnt\e\TWS API\source\CSharpClient\client\OperatorCondition.cs,OperatorCondition.cs,.cs,False,2237,2019-05-08T18:51:58,2a6d49081fc35228d59b9e840ed7d5fa,False,,,
\mnt\e\TWS API\source\CSharpClient\client\Order.cs,Order.cs,.cs,False,59167,2019-05-08T18:51:58,e06cd281609079d2abcbbcf31ab78ab4,False,,,
\mnt\e\TWS API\source\CSharpClient\client\OrderComboLeg.cs,OrderComboLeg.cs,.cs,False,1368,2019-05-08T18:51:58,fd79d7cdffb2b5dd110cc4a2b7fd4a26,False,,,
\mnt\e\TWS API\source\CSharpClient\client\OrderCondition.cs,OrderCondition.cs,.cs,False,3568,2019-05-08T18:51:58,e30d8e44bb867086e7f15cc49c5d5bc8,False,,,
\mnt\e\TWS API\source\CSharpClient\client\OrderState.cs,OrderState.cs,.cs,False,8651,2019-05-08T18:51:58,c893ee8b0eb575760f14db5c79ab3466,False,,,
\mnt\e\TWS API\source\CSharpClient\client\OutgoingMessages.cs,OutgoingMessages.cs,.cs,False,2869,2019-05-08T18:51:58,5e5e496da549ba6861662f186bbed1e0,False,,,
\mnt\e\TWS API\source\CSharpClient\client\PercentChangeCondition.cs,PercentChangeCondition.cs,.cs,False,929,2019-05-08T18:51:58,6b6f55db67b07909a3c684eb47b9d90d,False,,,
\mnt\e\TWS API\source\CSharpClient\client\PriceCondition.cs,PriceCondition.cs,.cs,False,3103,2019-05-08T18:51:58,db201f07893bc57fb31e93d3bb28fa9e,False,,,
\mnt\e\TWS API\source\CSharpClient\client\PriceIncrement.cs,PriceIncrement.cs,.cs,False,1185,2019-05-08T18:51:58,d0082ad290c4a775b226e291392c2aad,False,,,
\mnt\e\TWS API\source\CSharpClient\client\ScannerSubscription.cs,ScannerSubscription.cs,.cs,False,6868,2019-05-08T18:51:58,b0a2b80ff8c834c4471621412f4a4fb7,False,,,
\mnt\e\TWS API\source\CSharpClient\client\SoftDollarTier.cs,SoftDollarTier.cs,.cs,False,1946,2019-05-08T18:51:58,df1489e041b02d63621a4669a19e1438,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TagValue.cs,TagValue.cs,.cs,False,1434,2019-05-08T18:51:58,45b893e682d639cd578f7f3bdd627c5d,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TickAttrib.cs,TickAttrib.cs,.cs,False,2067,2019-05-08T18:51:58,39916a44a36675bf52ca2a8594778242,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TickAttribBidAsk.cs,TickAttribBidAsk.cs,.cs,False,1154,2019-05-08T18:51:58,4342524e9cbe4efb09dc3f3267d9259d,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TickAttribLast.cs,TickAttribLast.cs,.cs,False,1192,2019-05-08T18:51:58,62b8a7241087e56e26a6f34ed5c1aceb,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TickType.cs,TickType.cs,.cs,False,11296,2019-05-08T18:51:58,090c21fe5eb2ed26dcbe4ae23af3ded2,False,,,
\mnt\e\TWS API\source\CSharpClient\client\TimeCondition.cs,TimeCondition.cs,.cs,False,1246,2019-05-08T18:51:58,2dac2a2fe52a062d8fc7fdb72994daec,False,,,
